"Current Assigned Rank","Programme Preference","Programme Type","Programme Title","Programme Description","Unit of Application","Group","Foundation School","Duration","Pattern","Places Available","Placement 1: Year","Placement 1: Employer/Trust","Placement 1: Site","Placement 1: Location","Placement 1: Specialty","Placement 1: Description","Placement 2: Year","Placement 2: Employer/Trust","Placement 2: Site","Placement 2: Location","Placement 2: Specialty","Placement 2: Description","Placement 3: Year","Placement 3: Employer/Trust","Placement 3: Site","Placement 3: Location","Placement 3: Specialty","Placement 3: Description","Placement 4: Year","Placement 4: Employer/Trust","Placement 4: Site","Placement 4: Location","Placement 4: Specialty","Placement 4: Description","Placement 5: Year","Placement 5: Employer/Trust","Placement 5: Site","Placement 5: Location","Placement 5: Specialty","Placement 5: Description","Placement 6: Year","Placement 6: Employer/Trust","Placement 6: Site","Placement 6: Location","Placement 6: Specialty","Placement 6: Description","Placement 7: Year","Placement 7: Employer/Trust","Placement 7: Site","Placement 7: Location","Placement 7: Specialty","Placement 7: Description","Placement 8: Year","Placement 8: Employer/Trust","Placement 8: Site","Placement 8: Location","Placement 8: Specialty","Placement 8: Description","Programme Name","Programme Number","Tags"
"0","23/EAN/01/RWH01/37","FP","23/EAN/01/RWH01/37","F1 - Respiratory Medicine, General Surgery (Colorectal), Trauma and Orthopaedic Surgery.  F2 - General Practice, Nephrology, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Respiratory","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Colorectal Surgery","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Trauma and Orthopaedic Surgery","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Renal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/38","FP","23/EAN/01/RWH01/38","F1 - Trauma and Orthopaedic Surgery, Respiratory Medicine, General Surgery (Colorectal).  F2 - Emergency Medicine, General Practice, Nephrology.   Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Trauma and Orthopaedic Surgery","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Respiratory","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Colorectal Surgery","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Emergency Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Renal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/39","FP","23/EAN/01/RWH01/39","F1 - General Surgery (Colorectal), Geriatric Medicine, Rheumatology.  F2 -  Obstetrics and Gynaecology, General Practice, Acute Internal Medicine. Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Colorectal Surgery","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Rheumatology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Obstetrics and Gynaecology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/40","FP","23/EAN/01/RWH01/40","F1 - Rheumatology, General Surgery (Colorectal), Geriatric Medicine.  F2 - General Practice, Acute Internal Medicine, Obstetrics and Gynaecology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Rheumatology","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Colorectal Surgery","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Obstetrics and Gynaecology","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/41","FP","23/EAN/01/RWH01/41","F1 - Geriatric Medicine, Rheumatology, General Surgery (Colorectal).  F2 - Acute Internal Medicine, Obstetrics and Gynaecology, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Rheumatology","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Colorectal Surgery","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Obstetrics and Gynaecology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/42","FP","23/EAN/01/RWH01/42","F1 - General Surgery, General Psychiatry, Stroke Medicine.  F2 - Emergency Medicine, Otolaryngology, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Stroke","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Emergency Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Otolaryngology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/43","FP","23/EAN/01/RWH01/43","F1 - Paediatrics, Acute Internal Medicine, General Surgery.  F2 - General Practice, Emergency Medicine, Otolaryngology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Emergency Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Otolaryngology","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/44","FP","23/EAN/01/RWH01/44","F1 - General Surgery (Urology), General Surgery, Acute Internal Medicine.  F2 - Geriatric Medicine, General Practice, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Urology","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/45","FP","23/EAN/01/RWH01/45","F1 - Stroke Medicine, Paediatrics, General Surgery.  F2 - Otolaryngology, Geriatric Medicine, General Practice.   Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Stroke","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Otolaryngology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/46","FP","23/EAN/01/RWH01/46","F1 - Stroke Medicine, General Surgery (Urology), Paediatrics. F2 - Rheumatology, General Practice, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Stroke","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Urology","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Rheumatology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/47","FP","23/EAN/01/RWH01/47","F1 - General Psychiatry, Stroke Medicine, Urology. F2 -, Intensive Care Medicine, Rheumatology, General Practice.   Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General (Internal) Medicine","Stroke","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Surgery","Urology","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Intensive Care Medicine","ITU","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Rheumatology","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Hertfordshire","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/48","FP","23/EAN/01/RWH01/48","F1 - Endocrinology and Diabetes Mellitus, General Psychiatry, Trauma and Orthopaedic Surgery.  F2 - General Practice, Acute Internal Medicine, Paediatrics.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Endocrinology and Diabetes Mellitus","","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Trauma and Orthopaedic Surgery","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/49","FP","23/EAN/01/RWH01/49","F1 - Trauma and Orthopaedic Surgery, Endocrinology and Diabetes Mellitus, General Psychiatry.  F2 - Paediatrics, General Practice, Acute Internal Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Trauma and Orthopaedic Surgery","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Endocrinology and Diabetes Mellitus","","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Practice","You are expected to take responsibility for any required travel.","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/50","FP","23/EAN/01/RWH01/50","F1 - General Psychiatry, Trauma and Orthopaedic Surgery, Endocrinology and Diabetes Mellitus.  F2 - Acute Internal Medicine, Paediatrics, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST","Hertfordshire","Hertfordshire","General Psychiatry","You are expected to take responsibility for any required travel.","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Trauma and Orthopaedic Surgery","","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Endocrinology and Diabetes Mellitus","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Acute Internal Medicine","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Paediatrics","","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/51/W","FP","23/EAN/01/RWH01/51/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/52/W","FP","23/EAN/01/RWH01/52/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/53/W","FP","23/EAN/01/RWH01/53/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/54/W","FP","23/EAN/01/RWH01/54/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/55/W","FP","23/EAN/01/RWH01/55/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/01/RWH01/56/W","FP","23/EAN/01/RWH01/56/W","Please note that the specialties for these 2 year foundation programmes are still to be confirmed.","Health Education England East of England","","EBH Foundation School","24","6 x 4 months","1","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F1","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","F2","EAST AND NORTH HERTFORDSHIRE NHS TRUST","Lister Hospital","Stevenage","Foundation","TBC","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/001","FP","23/EAN/RAJ00/F1/001","F1 - Renal Medicine, Clinical Oncology, General Surgery.  F2 - Paediatrics, Geriatric Medicine, Obstetrics and Gynaecology.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Renal Medicine","Nephrology","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Clinical Oncology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Obstetrics and Gynaecology","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/002","FP","23/EAN/RAJ00/F1/002","F1 - Clinical Oncology, General Surgery, Renal Medicine.  F2 - Geriatric Medicine, Obstetrics and Gynaecology, Paediatrics.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Clinical Oncology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Renal Medicine","Nephrology","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Obstetrics and Gynaecology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/003","FP","23/EAN/RAJ00/F1/003","F1 - General Surgery, Renal Medicine, Clinical Oncology.  F2 - Obstetrics and Gynaecology, Paediatrics, Geriatric Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Renal Medicine","Nephrology","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Clinical Oncology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Obstetrics and Gynaecology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Paediatrics","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/004","FP","23/EAN/RAJ00/F1/004","F1 - Geriatric Medicine, Cardiology, General Surgery.  F2 - Emergency Medicine, Trauma and Orthopaedic Surgery, General Practice.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/005","FP","23/EAN/RAJ00/F1/005","F1 - Cardiology, General Surgery, Geriatric Medicine.  F2 - Trauma and Orthopaedic Surgery, General Practice, Emergency Medicine.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","General (Internal) Medicine","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","","","","","","","","","","","","","","",""
"0","23/EAN/RAJ00/F1/006","FP","23/EAN/RAJ00/F1/006","F1 - General Surgery, Geriatric Medicine, Cardiology.  F2 - General Practice, Emergency Medicine, Trauma and Orthopaedic Surgery.  Please note these rotations may be subject to change.","Health Education England East of England","","EBH Foundation School","24","3 x 4 months","1","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Surgery","","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Geriatric Medicine","Genral (Internal) Medicine","F1","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Cardiology","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","General Practice","You are expected to take responsibility for any required travel.","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Emergency Medicine","","F2","MID AND SOUTH ESSEX NHS FOUNDATION TRUST","Southend University Hospital","Southend","Trauma and Orthopaedic Surgery","","","","","","","","","","","","","","","",""
